"Date","Price","Open","High","Low","Change %"
"05/15/2026","5.560","5.560","5.560","5.560","1.65%"
"05/14/2026","5.470","5.470","5.470","5.470","-3.01%"
"05/13/2026","5.640","5.750","5.750","5.640","-1.91%"
"05/12/2026","5.750","5.750","5.750","5.750","1.95%"
"05/11/2026","5.640","5.640","5.640","5.640","0.00%"
"05/08/2026","5.640","5.820","5.820","5.640","-3.09%"
"05/07/2026","5.820","5.820","5.820","5.820","-0.34%"
"05/06/2026","5.840","5.840","5.840","5.840","-2.34%"
"05/05/2026","5.980","5.980","5.980","5.980","0.17%"
"05/04/2026","5.970","5.970","5.970","5.970","-0.50%"
"04/30/2026","6.000","6.000","6.000","6.000","0.00%"
"04/29/2026","6.000","6.000","6.000","6.000","-0.50%"
"04/28/2026","6.030","6.030","6.030","6.030","0.50%"
"04/27/2026","6.000","6.000","6.000","6.000","-0.99%"
"04/24/2026","6.060","6.060","6.060","6.060","0.00%"
"04/23/2026","6.060","6.060","6.060","6.060","1.85%"
"04/22/2026","5.950","5.960","5.960","5.950","-0.17%"
"04/21/2026","5.960","5.960","5.960","5.960","-0.33%"
"04/20/2026","5.980","5.980","5.980","5.980","-2.13%"
"04/17/2026","6.110","6.110","6.110","6.110","-0.16%"
"04/16/2026","6.120","6.120","6.120","6.120","-1.29%"
"04/15/2026","6.200","6.200","6.200","6.200","0.32%"
"04/14/2026","6.180","6.180","6.180","6.180","-1.44%"
"04/13/2026","6.270","6.270","6.270","6.270","-4.71%"
"04/10/2026","6.580","6.580","6.580","6.580","-1.50%"
"04/09/2026","6.680","6.680","6.680","6.680","-1.18%"
"04/08/2026","6.760","6.760","6.760","6.760","-3.70%"
"04/07/2026","7.020","7.020","7.020","7.020","-0.43%"
"04/02/2026","7.050","7.050","7.050","7.050","0.86%"
"04/01/2026","6.990","6.990","6.990","6.990","-3.32%"
"03/31/2026","7.230","7.230","7.230","7.230","-0.69%"
"03/30/2026","7.280","7.280","7.280","7.280","-0.55%"
"03/27/2026","7.320","7.320","7.320","7.320","0.83%"
"03/26/2026","7.260","7.260","7.260","7.260","-2.16%"
"03/25/2026","7.420","7.420","7.420","7.420","-1.46%"
"03/24/2026","7.530","7.530","7.530","7.530","-0.79%"
"03/23/2026","7.590","7.590","7.590","7.590","5.27%"
"03/20/2026","7.210","7.210","7.210","7.210","-0.14%"
"03/19/2026","7.220","7.020","7.220","7.020","2.85%"
"03/18/2026","7.020","7.020","7.020","7.020","-0.57%"
"03/17/2026","7.060","7.060","7.060","7.060","-1.26%"
"03/16/2026","7.150","7.150","7.150","7.150","-0.69%"
"03/13/2026","7.200","7.200","7.200","7.200","3.15%"
"03/12/2026","6.980","6.980","6.980","6.980","1.01%"
"03/11/2026","6.910","6.910","6.910","6.910","1.62%"
"03/10/2026","6.800","6.800","6.800","6.800","-3.55%"
"03/09/2026","7.050","7.050","7.050","7.050","5.54%"
"03/06/2026","6.680","6.680","6.680","6.680","4.37%"
"03/05/2026","6.400","6.400","6.400","6.400","0.79%"
"03/04/2026","6.350","6.350","6.350","6.350","-0.31%"
"03/03/2026","6.370","6.370","6.370","6.370","1.92%"
"03/02/2026","6.250","6.250","6.250","6.250","1.96%"
"02/27/2026","6.130","6.130","6.130","6.130","-0.49%"
"02/26/2026","6.160","6.160","6.160","6.160","-0.16%"
"02/25/2026","6.170","6.170","6.170","6.170","-0.80%"
"02/24/2026","6.220","6.220","6.220","6.220","0.00%"
"02/23/2026","6.220","6.220","6.220","6.220","0.00%"
"02/20/2026","6.220","6.220","6.220","6.220","0.00%"
"02/19/2026","6.220","6.220","6.220","6.220","0.16%"
"02/18/2026","6.210","6.210","6.210","6.210","-0.32%"
"02/17/2026","6.230","6.230","6.230","6.230","-0.32%"
"02/16/2026","6.250","6.250","6.250","6.250","-0.95%"
"02/13/2026","6.310","6.310","6.310","6.310","0.16%"
"02/12/2026","6.300","6.300","6.300","6.300","-0.79%"
"02/11/2026","6.350","6.350","6.350","6.350","0.32%"
"02/10/2026","6.330","6.330","6.330","6.330","-0.31%"
"02/09/2026","6.350","6.350","6.350","6.350","0.16%"
"02/06/2026","6.340","6.340","6.340","6.340","0.96%"
"02/05/2026","6.280","6.280","6.280","6.280","-0.16%"
"02/04/2026","6.290","6.290","6.290","6.290","-0.16%"
"02/03/2026","6.300","6.300","6.300","6.300","0.00%"
"02/02/2026","6.300","6.300","6.300","6.300","-0.16%"
"01/30/2026","6.310","6.310","6.310","6.310","-0.16%"
"01/29/2026","6.320","6.320","6.320","6.320","0.48%"
"01/28/2026","6.290","6.290","6.290","6.290","-0.16%"
"01/27/2026","6.300","6.300","6.300","6.300","0.00%"
