"Date","Price","Open","High","Low","Change %"
"07/27/2022","9.860","9.860","9.860","9.860","1.75%"
"07/26/2022","9.690","9.690","9.690","9.690","0.73%"
"07/25/2022","9.620","9.620","9.620","9.620","0.10%"
"07/22/2022","9.610","9.610","9.610","9.610","-1.13%"
"07/21/2022","9.720","9.720","9.720","9.720","1.25%"
"07/20/2022","9.600","9.600","9.600","9.600","-1.74%"
"07/19/2022","9.770","9.770","9.770","9.770","0.10%"
"07/18/2022","9.760","9.760","9.760","9.760","0.72%"
"07/15/2022","9.690","9.690","9.690","9.690","1.68%"
"07/14/2022","9.530","9.530","9.530","9.530","4.15%"
"07/13/2022","9.150","9.150","9.150","9.150","9.71%"
"07/12/2022","8.340","8.340","8.340","8.340","1.83%"
"07/11/2022","8.190","8.190","8.190","8.190","3.15%"
"07/08/2022","7.940","7.940","7.940","7.940","-1.12%"
"07/07/2022","8.030","8.030","8.030","8.030","4.97%"
"07/06/2022","7.650","7.650","7.650","7.650","4.65%"
"07/05/2022","7.310","7.310","7.310","7.310","-0.54%"
"07/04/2022","7.350","7.350","7.350","7.350","0.96%"
"07/01/2022","7.280","7.280","7.280","7.280","-0.27%"
"06/30/2022","7.300","7.300","7.300","7.300","-1.88%"
"06/29/2022","7.440","7.440","7.440","7.440","2.62%"
"06/28/2022","7.250","7.250","7.250","7.250","0.97%"
"06/27/2022","7.180","7.180","7.180","7.180","0.56%"
"06/24/2022","7.140","7.140","7.140","7.140","-2.86%"
"06/23/2022","7.350","7.350","7.350","7.350","-0.94%"
"06/22/2022","7.420","7.420","7.420","7.420","-1.33%"
"06/21/2022","7.520","7.520","7.520","7.520","-0.66%"
"06/20/2022","7.570","7.570","7.570","7.570","0.80%"
"06/17/2022","7.510","7.510","7.510","7.510","7.75%"
"06/16/2022","6.970","6.970","6.970","6.970","0.43%"
"06/15/2022","6.940","6.940","6.940","6.940","0.73%"
"06/14/2022","6.890","6.890","6.890","6.890","-0.43%"
"06/13/2022","6.920","6.920","6.920","6.920","0.73%"
"06/10/2022","6.870","6.870","6.870","6.870","0.00%"
"06/09/2022","6.870","6.870","6.870","6.870","0.15%"
"06/08/2022","6.860","6.860","6.860","6.860","3.31%"
"06/03/2022","6.640","6.640","6.640","6.640","0.00%"
"06/02/2022","6.640","6.640","6.640","6.640","0.61%"
"06/01/2022","6.600","6.600","6.600","6.600","-1.79%"
"05/31/2022","6.720","6.720","6.720","6.720","0.60%"
"05/30/2022","6.680","6.680","6.680","6.680","0.00%"
"05/27/2022","6.680","6.680","6.680","6.680","-1.76%"
"05/26/2022","6.800","6.800","6.800","6.800","1.80%"
"05/25/2022","6.680","6.680","6.680","6.680","0.15%"
"05/24/2022","6.670","6.670","6.670","6.670","0.00%"
"05/23/2022","6.670","6.670","6.670","6.670","0.00%"
"05/20/2022","6.670","6.670","6.670","6.670","-0.15%"
"05/19/2022","6.680","6.680","6.680","6.680","0.00%"
"05/18/2022","6.680","6.680","6.680","6.680","0.15%"
"05/17/2022","6.670","6.670","6.670","6.670","0.30%"
"05/16/2022","6.650","6.650","6.650","6.650","0.00%"
"05/13/2022","6.650","6.650","6.650","6.650","0.00%"
"05/12/2022","6.650","6.650","6.650","6.650","-0.30%"
"05/11/2022","6.670","6.670","6.670","6.670","-0.45%"
"05/10/2022","6.700","6.700","6.700","6.700","1.52%"
"05/09/2022","6.600","6.600","6.600","6.600","0.92%"
"05/06/2022","6.540","6.540","6.540","6.540","0.46%"
"05/05/2022","6.510","6.510","6.510","6.510","-0.31%"
"05/04/2022","6.530","6.530","6.530","6.530","0.31%"
"05/03/2022","6.510","6.510","6.510","6.510","0.31%"
"05/02/2022","6.490","6.490","6.490","6.490","0.31%"
"04/29/2022","6.470","6.470","6.470","6.470","-0.15%"
"04/28/2022","6.480","6.480","6.480","6.480","2.21%"
"04/27/2022","6.340","6.340","6.340","6.340","0.00%"
"04/26/2022","6.340","6.340","6.340","6.340","-0.63%"
"04/25/2022","6.380","6.380","6.380","6.380","0.16%"
"04/22/2022","6.370","6.370","6.370","6.370","-1.70%"
"04/21/2022","6.480","6.480","6.480","6.480","2.86%"
"04/20/2022","6.300","6.300","6.300","6.300","-0.32%"
"04/19/2022","6.320","6.320","6.320","6.320","-0.16%"
"04/14/2022","6.330","6.330","6.330","6.330","1.44%"
"04/13/2022","6.240","6.240","6.240","6.240","-0.16%"
"04/12/2022","6.250","6.250","6.250","6.250","0.00%"
